,user_id,actual,own_rec
984,1147,"[  820560   825618   837908   844697   846907   850795   870780   891648
   903463   929472   945273   951746   985105   988209  1005173  1042628
  1065758  1088393  1129671  1130763  1134513  5567292  5592392  7166817
 10254584 12263464 13007838 15595945 15596025 15596094 15926863 15926886
   833556   871433   879635   890612   893739   902094   951703  5566484
   829001   842140   845774   862799   888543   893849   896163   908856
   923528   929768   930917   937489   944024   947292   960613   968687
   973181   991083  1011357  1076226  1089954  1097610  1106523  1112598
  1137221  6443348  6773196  8119097  8119302  9859110  9884579 14050536
 14077377 15452032 15566862 15926712 17214971   824005   825343   834484
   837107   859259   870547   879445   883932   914190   944139   944534
   947858   951590   951821   957232   965766   971195   995698   999318
  1004906  1014948  1016800  1042907  1044895  1060005  1061220  1068719
  1089818  1123842  1124695  1134810  8118517  9835509 12172070 12672980
 16809338   832001   836393   891141   896974   951102   998678  1038443
  1039589  1055646  1057102  1095100  1119051  1136257  1137775  6034857
  6034960  8019748 12427880 15927528]","[1082185, 995242, 1029743, 1106523, 1133018]"
985,1148,[6534178  938394 1003254 1076724 8144566 9673266],"[1082185, 995242, 1029743, 1106523, 1133018]"
986,1149,"[  881883   916431   945909  1139105  5573237   843306   848071   860776
   899823   932692   994928  1026118  1033220  1082185  1137688  5568152
 13115460   982469]","[1082185, 995242, 1029743, 1106523, 1133018]"
987,1151,"[  940700  1096036  6602697   837647  1029112  1088628  1112754  7410013
  9833335   888586  1112858   947798   962266   997309  1021225   828412
   873550   887342  1108854   893018  1039156  1122358  1136524 13189919
 17179012  1137176 13775473  1035842   888532 15741041   897088   832968
   884066   912553   916122   922307   969403  1030819  1048237  1063265
  1091365  1133018  6534578  9676997 14077656 15595983   832678   923746]","[1082185, 995242, 1029743, 1106523, 1133018]"
988,1152,"[ 1105136   951590   995242  1064380  1110111  1126059  1131351  6979253
  7167090   838981   881328   934131   936229   963234  5569471  8090539
  9337581 12731616]","[1082185, 995242, 1029743, 1106523, 1133018]"
989,1153,"[ 855468  866871  869047  904129  907014  908408  924610  937571  949142
  961379  971962  981760  999134  999971 1011832 1031492 1042582 1045007
 1052912 1056762 1062782 1062966 1068719 1072787 1074499 1081355 1135468]","[1082185, 995242, 1029743, 1106523, 1133018]"
990,1154,"[  844441   898068   908531  1000148  1001333  1053690  1070928  1106523
 10249297 13877054   856772  1037417   821556   835296   849003   849843
   855356   922907   971983   981760   983584  1020112  1026754  1043142
  1089074  1089108  5592734 10457532  5592931   874736   995895  1016129
  1119196  5591359   960984   985399   847753   934427   938547  1013531
  1089025  1096036  1113900  7152455]","[1082185, 995242, 1029743, 1106523, 1133018]"
991,1155,[ 840361  847966  855914  883404 6391149  909349],"[1082185, 995242, 1029743, 1106523, 1133018]"
992,1156,"[  844165   849809   866227   943439  1065167  1070845  1075470  1121533
 10148792 15926886 10119817 16733657]","[1082185, 995242, 1029743, 1106523, 1133018]"
993,1157,"[  853756   875979   883313  1000672  1006098  1026931  1061912  1062264
  1075524  1097544  1107597  1112212  1112957  1122790  1136373  6534406
 12386063   891720   893762   951590   976998   981760  1050482  1051071
  1070820  1071342  1100164  1106396  9677202 13910641 15686693   875396
   901776   920463   949142  1108854 13190418   839683   850525   866436
   871097   910831   939681   945858  1040553  1069506  1105661  6443175
  7148783  9526690  9655752 15596469]","[1082185, 995242, 1029743, 1106523, 1133018]"
994,1158,"[ 1105120   823098   825753   853317   893811   902238   918368   934635
   945323   968072   996444  1038443  1047971  1049735  1087754  7167860
  6534178   894039   904360   929018   944534   981760   992622  1049788
  1098844  5978656  9836708  9837099 12810553   826247  1106523   916767
   878234  1022872  1027874   866085   906421   927374   961722  1123792
  1019637   852035   890610   897907   911409   951987   958909   971285
  1014948  1101010  1124695  1138191 13115525   856788   882941   927382
   947107  1135460  8357825   897953   862349   870187   870929   905459
   913502   927606   938841   943233   988693  1019883  1044078  1044724
  1109374  1114604  1133018  1134882  8090521  9487927 13115580   852437
   861419   908775   965821  1036139  1123420  9836106  9837797  1119761]","[1082185, 995242, 1029743, 1106523, 1133018]"
995,1159,"[  839191   985399  1050741  1065593  1085256  8091601  8249365 15717068
 15927033   961554  1000908  1031718  1081177  1119051  1135908  6391080
  8293947 13007239 13007975   889989  1107553  1121533   937439  1059904
  1082185  1119060  1122268  6633271  8205198  9676740 13417366 15596986
   863655   925808   999076  1119910 15595885 15596134 15596797   824789
   848154   863699   864988   883363   903325   929334   929704   951240
   987838  1006062  1007563  1026240  1049918  1055737  1075637  1080841
  1098844  1122547  1128244  1138854  5572308  6773142  9575194 10284946
 15483489 15483690 15597012 16807289  8090532 10285243 17106039   838719
   975644   989683   991364 13987201 13213405   819518   856210   922127
   923138   977615  1003745  1068843  1069614  1078346  1086274  1130177
  5564538  6463445  7025106 13672073 16769483   913894  1029619  1068719
 15778467 16809190]","[1082185, 995242, 1029743, 1106523, 1133018]"
996,1160,"[  833025   844179   849843   859075   871756   895166   911675   969866
   971325  1029624  1047968  1068719 12731641   844165   851508   857849
   939965   940136   951971   967948   971165  1062966  1096036  1098066
  1102927  1106523  1134522  5591154  5592931  6391436  8020151 10312139
 12301100   840361   852182   861485   873654   874643   896862   907014
   912681   930668   936897   947267   976841   987562  1004906  1022254
  1026135  1050131  1095100  1131165  1135258  6463583 12185599 12731506
 14043816 14043825 14050461 15717269 15926844  1005186  1113792  1133018
 15452812   826249   826860   847789   881200   891141   918331   988460
   989935  1007911  1022433  1039239  1070015  1118614  1123792 15716748
   821556   848681   898980  1040848  1041616  1051223   827047   861603
   870211   911502   925626   952593  1043590   837107   948254  1065941
  1099316  5574409  5592810  8205218 12302069 13115579 14043817 14050436
   958382   852940   820122   903463   923746   939636   985716  1002558
  1024858  1044078  1077703  1093403  1101960  1119546  1128182  5568378
 15924982   856524   865216   906211   961269   996156  1035766  1092026
  1110126  1110764  1116089   838602   840386   918368  1014810  1069621]","[1082185, 995242, 1029743, 1106523, 1133018]"
997,1161,"[  868971   913201  1085256  8090537 10285144   848319   860180   903255
   904362   963868   981760  1118614  5566780  5568201  6602440 15629662
 16223303 17179382   820950   835098   920710   930242   962568   987044
  1116527   824970   908846   957051   986468  1007462  1050187  1052325
  5569098  6533432  6548155  7410168 13507349   849464]","[1082185, 995242, 1029743, 1106523, 1133018]"
998,1163,"[ 6534178   825343   899624   903325   921836   960142   961313   962229
  1005576  1006063  1006878  1012841  1020682  1029743  1052912  1070214
  1082185  1106301 12330794 12946257 13876901   840361   859075   870515
   896862   914190   916050   976199   987480   989935  1013247 13842088
 17208470   854405   965331  1010185  1063321  5995714  6039859  9553031
 15596915 17104856 17106018   879755   911409   997984  1053282  1094781
 12648155 15972001 17829232]","[1082185, 995242, 1029743, 1106523, 1133018]"
999,1164,"[  820165   863802   893676   901062   938295   950557  1036139  1040435
  1046488  1060567  1070820  1077975  1082185  1086311  1093359  1106064
  1117514  6904531  8159536   850574   939836  1098892  1103588  9270575
   830783   832082   937935  1017433  1118332  1130581 10149640  1069714
  9803819   861432   899446   906905   922318   962568   972569   986947
   993689  1002130  1039549  1056883  1059891  1080853  1111722  1113651
  1130877  6463862  6979099  6979535  8249443  8358065  9189920 13654702
  1005186  1063876   845245   948670  6602538 12263024 12582483   963057
  1108646  1110843   839730   945511   975519  8118728]","[1082185, 995242, 1029743, 1106523, 1133018]"
1000,1165,"[  957411  1068504  5569471 16809419  1052143  1065593  9859183  9881592
 12456878 15972927   823758   838347   840260   842170   851819   859075
   879504   890695   901032   925514   929309   938566   944139   950247
   953476   983106   987941   989546   995785  1022872  1043301  1046262
  1059308  1088308  1122268  1124729  7442304  7443232  9268043  9802981
 10121610 15971931   879948   885697   897125   954673  1058554  1082185
  1106301 13115525   854900   862860   883068   899963   914190   924834
   937292   951590  1029252  1136654  1138677  8273833  9419198  9884698
 13115822]","[1082185, 995242, 1029743, 1106523, 1133018]"
1001,1166,"[  903183  5566800  5978656  8116442  8160319  9879409   906844   923559
  1029743  1129702  6534178   967476   821032   824072   825703   839243
   839419   846811   847790   862799   872021   879143   881047   883268
   883616   886803   889319   890186   905868   909638   911915   914577
   922663   951954   953106   960253   961554   971709  1003649  1008316
  1009770  1011884  1017041  1022254  1027039  1034837  1043064  1046465
  1048068  1053063  1068719  1079970  1082185  1083328  1097846  1104405
  1120256  1127025  1134732  5564833  5981074  5995596  6039687  9523079
  9859052  9859110  9859219 10149871 10455984 12171222 12263085 15686627
 15717070 15972392 16729299 16769802  1767023  1772059  1977701  9492336
   859010   894968  6552927   870452   821209   866227  1057377   883039
   946094   963336  1077579 12187675 15927583  1134296   907281   938141
  1001646  1004585  1025719  1109408   827667   843031   864137   875407
   879948   897088   899624   906502   956598   962819   977344   985866
   995722   998557   999270  1008220  1012523  1014977  1016276  1025454
  1051764  1052406  1075214  1075315  1080472  1083525  1124729  1139184
  5568447  5978648  7167316  7441558  9194664  9527351 10180324 12352293
 12384365 12456589 12524067 12524190 13039321 15596021 15596275 17178954
  1039156  1090884   995242  1093603  1135006 12603795   849843   883404
  9526907 12187392   851287   979707  1055646  1060408  1087547  9487613
 10285286 13190673 16770156   836983   862538   951221   989239   992622
  1051626  5567702  7443166 10312139 15596944 15717122   992699]","[1082185, 995242, 1029743, 1106523, 1133018]"
1002,1167,"[  866211   928342   953243   995965  1040861  1082185  1127831  6773130
  8019977   835285   908489   953675   998352  1046968  1051093  1062002
  1082212  1115175  1124674 16729299 16809685   822965   840361   910161
   928584   940947   950463   962229  1017363  1038325  1063577  1066069
  1070820  1080581  1135552  1139525  5592694  7409670  7464370  8119318
 12257412 12525256 12810393 15831403  6534178   819927   828857   857736
   859434   862070   869857   890612   892531   895295   951141   951590
   964521   982755   982985   984677   987044   992765  1022003  1030981
  1033459  1044169  1055425  1059236  1059342  1076056  1094955  1103588
  1110743  1127624  5570048  6534196  9526786 10355937 12484397 15927246
 16809581   882305   931937   963065  1003616  1004001  1005186  1110843
  5572738 12384365 15508559 15508560]","[1082185, 995242, 1029743, 1106523, 1133018]"
1003,1168,"[ 836262  973935 1009036 1074928  851515  983584 1062128  908531  965963
  995242  881916 1019637 1055044]","[1082185, 995242, 1029743, 1106523, 1133018]"
1004,1169,"[  819518   827180   844165   849843   854405   857849   859075   898601
   907014   919589   929373   938700   956902   960791   960984   986912
  1002558  1013321  1022254  1025611  1030995  1038663  1043590  1072917
  1076738  1082185  1088835  1106422  1134678  6396561  6703892  8065410
 12731701 12946027 15926844 15926863   858478  1111839  6533765  6534178
   971325  1076002  1094585  1095926  1099058  1102959   837167   898980
   916381   962568   974340   995785  1047968  1053690  1078346  1087341
  1098692  1101449   840601  1074271 16729415   819927   883003   885307
  1041796  1093413  1138443   828412   852864   866140   889774   899624
   902377   903768   910745   922561   957741  1027168  1074499  1085778
  1085920  1089986 13094821 13189726   992985  1004950  1070015  1092026]","[1082185, 995242, 1029743, 1106523, 1133018]"
1005,1171,"[  999391  1032950  1064797  1075368   951197  1071939 12188583 15927246
   995785  1043301]","[1082185, 995242, 1029743, 1106523, 1133018]"
1006,1172,"[  963686  1003054  1043006  1029688 15927361 15927586   828520   868909
   891171   923746   978641   987769  1029743  1049695  1064115  1066863
  1068719  1101449  1105917  5568447 12132277 15972905 16809471 17178953
   916767   951094   998519  1032549  1094308  5995177 15717170   970866
 13512734   864335  1097398   911017  1026968  1103147  1122358   875647
   985181  1074594  9297516 10457403 13213240  1009368 12781924   844165
   867188   868764   877455   877860   929605   971807   999318  1018277
  1057166  1062402  1070085  1071447  1074521  1092026  1119993  1137431
  1138989 10254716 10254960 10255386 10255525 15971751 16809666 17104690
 17106039  5567362 13776594 16770104 17329749]","[1082185, 995242, 1029743, 1106523, 1133018]"
1007,1173,[ 913026  931757  991058  998876 1095275 1102959 5568721 5569098],"[1082185, 995242, 1029743, 1106523, 1133018]"
1008,1174,"[  822140   908145  1069103 12731466   845774   914632   918510   976065
   985525  1015597  5570351]","[1082185, 995242, 1029743, 1106523, 1133018]"
1009,1175,"[  832768   832976   887744   898361   899565   907099   907993   908318
   910558   926692   962266   963365   976112   990762  1028891  1056005
  1081919  1082185  1120443  1137155  5565453  5565840  7166791  8066803
  9297064  9677366  9858847 10456186 10456369 15596279 15972463   908846
  1098844  6534166   863519   880780   887102   895502   914318   945086
   957164   968759   995358   998444  1045710  1098692  1119415  5995078
  6534035  6534573  8118726 12384365 15626023   896696   904973   918907
   998964  1007632  1012584  1094371 12731740   869047   915651  6463789
  9677886 15596542]","[1082185, 995242, 1029743, 1106523, 1133018]"
1010,1177,"[  981944   990897  1026118  1054957  1062002  1125278  7167998   910255
 12731384]","[1082185, 995242, 1029743, 1106523, 1133018]"
1011,1178,"[ 5588161  9296795  9526572   826144   845208   852940   863447   870420
   887774   907749   915621   916482   948787   961554   963699   993625
   995785  1100125  1116821  5571444  8249357 15972112   918921  6464165
 12263599   946793   825618   849697   879635   962568   994928  1003321
  1077643 15827772   834484  1004906  1037863  1117034  5569230   910374
  6551990   845705   849110   860659   891901   914190   936909   981760
  1022254  1055072  1063140  1075637  1078346  1104343 12352056   903350
  6533178  9858850   823482   856687   977402  1040554  1108168 17171429
   859010   995242  1122961  6391517  6534074  6534178   985752  1049434
  1107839   934676   862152  1110142  1112154  1138443 12523966   835236
   916122   950463  1007929  1008133  1086764  5978656  9553031 15573274
 15595912 16805948   821324   834086   858042   880228   923528  1109352]","[1082185, 995242, 1029743, 1106523, 1133018]"
1012,1179,"[  827578   853172   869728   901543   909129   935284   944534   951197
   963971   981760  1004906  1010164  1110292  6633075  7441210  9655212
 12812262 15483491  6534178   843756   862010   883932   899624   908531
   912860   918441   926206   933835   962229   995242  1009449  1056509
  1101010  1107402  5572234 10143784 13008469   840732   854496   867016
   885447   942348  1056067  1079820  1098066  1126252 15740892 15926384
  1054262  1116050   873654   879520   925862  1022254  1094619   823687
   852864   860776   861279   865196   880308   882247   892008   903325
   906017   916381   918224   940207   940766   950998   962568   963238
   973890   989333   995785  1010123  1010190  1018007  1042438  1050883
  1071625  1080014  1098692  1117514  1120275  1120362  1131713  5566309
  5568378  6704207  6919630  8293786 13158820   865456   865705   871756
   879966   940617   963676   985386  1059080  6395928 13115646 15741667
 15831322 15926886 17208518 17208520 17208673 17208674  6410462   863802
  1027808  1076769  1132771  1138189  6514030   853434   859075   859154
   914190   928104   952317  1065979  1068224  1133334  6514011  8358671
 12604735 15511233   863447   894861   945673  1055134  5566529 10355376
 13876344  1126153  7167835 13095081   880150   886964   899257   902238
   922651  1011578  1096343  5591520  5978656  7441271  9419555  9832156
 10144320 10457468 12693501 13512773   839849   874736   920308  1029504
  1053690  1079223  1120741   840601   844165   857697   868764   873847
   899589   900370   919406   972312   996506  1017866  1020512  1026406
  1037340  1071812  1076875  1084331  1084412  1092026  1110697  1114006
  8359256  9803207 13910900 14077856 15926844 15971907 15973008 17104564
 17105484 17179627]","[1082185, 995242, 1029743, 1106523, 1133018]"
1013,1180,"[  838186   849843   861419   865456   923746   939847   958564   969205
   977481   985119   998373  1014238  1033615  1043590  1054383  1084597
  1094619  1101449  1118533  1135468  5568197 12132277 12648296  6534178
   858302   890610   918588  1096036  1122358 12456867 12781777 13007513
   823915   826784   842140   899838   926549   940766  1003916  1029743
  1077929  1104649  1116670  1124884  1126895  1130850  1131974  1138953
  8160163  9527184  9553031  1038985  5587656   860776   866950   965766
  1071333   920844   920971   986327   995242   834833   844165   850529
 14043817 14050436   889731   988460  1068719]","[1082185, 995242, 1029743, 1106523, 1133018]"
1014,1181,[1075368 1096114 6553237  917449  993804],"[1082185, 995242, 1029743, 1106523, 1133018]"
1015,1182,"[  842392   880150   899624   900802   930606   979707  1044078  5592931
   827919   874643   890559   927783   954351   963727  1109352  1112598
  1114006  1135694  5570069 10355424 12187903 12263184 12731517 15597006
  1094619  1109615  1136848  7132800  9368282   883404  1055646  1068719
 12810466 15926827   937571  1106523  1123792   865303   904375   946862
   969419  1031484  1124729  5995180 12604298 13115981 15926775]","[1082185, 995242, 1029743, 1106523, 1133018]"
1016,1185,"[  844179   895930   904812   945372   947798   955858   961747   965766
   968072   985893  1044895  1075175 12949590 15483291   903230  1112598
 12188584   915433   954351   999971  1000050  1002850  1054424  1083787
  1106523   820582   847149   849701   884344   887225   890610   927191
   932182  1023958  1031697  1076571  1094955 15927403   860975   873654
   877226   909894   960791  1033615  1121360  1132771 15926844 15926911
 16809391   842434   873964   899823   955370   987696  1002558  1138487
  5568378  5568721  7155863   959409 10285144 13115579 13115813   857074
   863447   877498   905072   930666   936685   956100   995965  1020682
  1101980  1112560  1131438  7467039  9707506   882441   996156  1132770
 15926725 16223358   820011   877798   899682   908940   926065   988275
  1059902  1087231  1108982   982493  1053690]","[1082185, 995242, 1029743, 1106523, 1133018]"
1017,1186,"[ 8249140 12262748 12946027 15801513   822011   828935   833724   842128
   853638   854699   863699   880308   903800   921406   960791   972191
   986218   989239  1008799  1028422  1082185  1094280  1094924  1098844
  1105623  1109249  1121360  1129822  1131900  1133858  6034221  6554188
  6554202  6919355  7024828  8067014  9487463 12384564 13008327 13416108
 13909975 13945181 15595982   843896   990797  9677273 10121838 13876553
  6533889 14106445 16100688   839357   847270   849205   856210   863779
   869857   872137   875252   875391   886395   900704   906017   916050
   925112   926549   934328   935199   944486   948468   948499   949523
   955075   962568   979707   980666  1002591  1005849  1011300  1012284
  1026235  1026258  1042057  1044895  1046816  1055504  1057102  1059699
  1071277  1075637  1077312  1108130  1110142  1110721  1116096  1116601
  1119060  1125664  5569471  6034857  6979808  8019592 10355376 10356227
 10457103 13007542 13130956 13513250 13513359 13910338 15452266 15682961
 15778662 15860306 15927246 16733693 16766131   887201   887219   908846
   957080   962274   998620  1024306  5571261  5572851  7169034  8203686
  9833656 12352110 12518330 13071901 13093050 16122463   845393   847837
  1018521 15927346]","[1082185, 995242, 1029743, 1106523, 1133018]"
1018,1187,"[  832335   833715   833723   835530   854900   870547   883003   885064
   889618   890695   891393   891648   895930   896849   896974   901762
   904813   910673   918733   926900   931035   943076   949784   957839
   962185   963226   967757   969205   972448   973854   978965   990797
   999730  1003421  1017363  1023027  1025628  1026063  1027168  1029833
  1032770  1038325  1048462  1053763  1068719  1085333  1094955  1100972
  1109238  1109516  1137344  1138487  1139525  5571248  7167218  7440663
  9296919  9526624  9526886  9527158  9885206 15452805 16805728   839147
   904898   913202   947562   951176   986869  1088555  1106186  9673533
   861701   974179  1070727  1115084 12523966 15863943   991951   997988
  1002499  9835408 13003402   925862   950550  1022254  1038462  1058214
  1068562  1090266  6979753 13841744   916282 15927513   940947   962588
   988460  1106523  5582712  8116306   819656  1025522 12757007   820347
   851676   900391   931532   958700   986327  1054262  1070015  1084208
 15797816  1014948  1025611  1072576  7409842   841469   856060]","[1082185, 995242, 1029743, 1106523, 1133018]"
1019,1188,"[  825176   837473   840361   845193   882441   918368  1029743  1048727
  1107289  1107661  1119910  5591552  8019639 13512572 15596429 15597066
 16097722   870980   931136  1138135 13842107   822965   825751   837304
   851903   887503   891405   911502   924610   938700   948622   955774
   987724   994262   997988   998620  1002654  1020156  1035805  1056005
  1062966  1066069  1077555  1083721  1085601  1092026  1094619  1094723
  1105623  1115896  5587938  9445919 10284946 10285364 12172355 13007357
 13115501 13510639 15596933 15827180 15926679 15973034 16805948 17105257
   882604   938547  1081853   859075   912553  1000774  1005609  1017982
  9553031 16809497   936753   997089  1013615  1031923  1041826  1064816
  1082090  1103105 13505603 13672073 15926844   837669   840241   883404
   913490   935284   973854  1000970  1005186  1044068  1106523  1120741
  5587826  9419524 13115938 13417591   965766  5591196   878637   893258
   923746   934676   938566   942088   960613   971852   977499   991948
  1037705  1050968  1052912  1054688  1058779  1077643  1105506  1112154
  1127314  1131500  5569327  5588005  5978648  6391436  7409874  9368132
 10182813 10351524 12330607 13190153 13190283 16805950   963226  1044078
 10285144 12385050 15452546 15717067   883202   948232   976998  1131384
  7464763 15830984 17179814   900370   951149  1037340  1136257  5978656
  9655101 15597049]","[1082185, 995242, 1029743, 1106523, 1133018]"
1020,1189,"[  974150  1015296 15659799   972143  1068292   862826   904997   908846
   995242   819840   820165   857571   862070   869857   887219   895652
   913894   920002   942525   969866   997200  1007195  1022254  1037337
  1037863  1042438  1043301  1053690  1060545  1106523  1115295  1137688
  9242345 13841965   964490 10341234 15742196]","[1082185, 995242, 1029743, 1106523, 1133018]"
1021,1190,"[  826090   854520   883418   962522  1029743  1116635  6534178   868645
   882966   990869   861419   868972   873203   884896   897125   898349
   949132   984669   995242  1106301   827180   834833   837304   840361
   857055   883404   897954   913806   920971   938700   949965   969703
   970371   976998   985699   990797   993028  1023958  1030819  1034290
  1043128  1057365  1070015  1075214  1103741  1118547  6443332  8090521
  8119303  9446691  9446692  9526254 12810393 13876665 15629843 15926712
   928263   844165   942348  1004555  1028012  1095040   918365  6534166
  6533765  1128163  5564526]","[1082185, 995242, 1029743, 1106523, 1133018]"
1022,1191,"[  845675   879528   901066   904422   907418   938566   952254   964262
  1041259  1043301   866211   872461   909714   945662   995242  1057306
  1071342  1082185  7433029 16729296   823721   834484   841179   842140
   845208   849809   862139   863699   865705   908846   916122   918390
   929668   931411   951590   962568   965766   965963   968992   970030
   973135   973861   981760   982283   995785   999104  1004906  1005553
  1009977  1045826  1119761  1121059  1135834  5565866  7441926  9297511
  9527159 10283296 13512882 15717047 15778440   963058   970574  1091131
  1121656 12131942 15927063  1018588  1068575  1068576  1083254  1094371
  1110572  1117539 10456379   890695   894426   931255 15926775  1081189
   857503   865528   883293   896613   900427   918415  1003600  1003806
  5569230 10204822 15629832 15679848 16124134 17105058]","[1082185, 995242, 1029743, 1106523, 1133018]"
1023,1192,"[  849843   952893  1455796  5683022  5693713  5668996   859075   860975
   861272  1487254  1559515  1566326  1575488  1632921  1679875  1732014
 12299385 15678706 15796964 10200244  1013187   933794   984671 13040097]","[1082185, 995242, 1029743, 1106523, 1133018]"
1024,1193,"[  847631  1013623  1047525 15686674   827894   867188   899624   915041
   954351  1013321  1020210  1033142  1077285  1101449  1106523  1110964
  1111344  1118533  1130850  9885463 12457047   869195 13842088 15563679
 14050357   907631   915621   919180   920971   946273   946977  1013928
  1032950  1086119  1102416  1115228 13841744 15926863   849843   860776
   879948   888167   903745   987480  1010029  1022105  1041376  1075470
  1082185  1118281   924786  1050851 14050428]","[1082185, 995242, 1029743, 1106523, 1133018]"
1025,1194,"[  857849   858918   898867   910473   947107   962522   994928  1004945
  1022254  1035805  1065593  1070015  1076738  1089787  1101449  1106301
  1112598  1133018  1139827  9526888  9553031 10285003 12330539 14050701
  1039842  1125146   872021   929433   969687   993638  1000753  1044078
  1121624   904774   950439   953675   954209   967757   995242   999270
  1005186  1038745  1066959  1096036  1106956]","[1082185, 995242, 1029743, 1106523, 1133018]"
1026,1195,"[  949742   960613  1002787  1003799  1092750  1113780  7126663  9527350
  9677377 13095461   825731   860776   914190   923746  1049372 13910627]","[1082185, 995242, 1029743, 1106523, 1133018]"
1027,1196,"[ 1036139  1070820  6423848  9858790 13416224 13416862 16734419 16767876
   820301   820560   845319   865511   879699   901062   903325   909714
   972456  1047076  1070736  1082185  1084555  1105301  1135195  5995803
 13512017 15926658 15926886   845622   856215   857503   865501   881260
   892531   919596   924864   952254   955370   957089   970030   972437
  1012801  1028890  1057011  1092835  1096458  1106373  1122876  1126979
  5569376  5573375  6904456  9487325 12262955 12385916 13039578 13095128
 13189861 15596275 15717279   832678   854852   870515   873627   885023
   891748   984387   995785  1025650  1037000]","[1082185, 995242, 1029743, 1106523, 1133018]"
1028,1197,"[ 1053460   822785   835406   843346   882089   889311   896369   903443
   913201   962970   963756   963835   968411   985427  1002771  1020112
  1022575  1024267  1029743  1031525  1034176  1039781  1050741  1055646
  1057076  1070566  1077373  1082185  1089306  1102067  1106301  1117393
  1133519  1135971  1137346  5978648  6034953  7167963  9297055  9859111
 10456625 12257397 12301404 12988031 14025605 14077999 15511891 15552546
 15596461 15596688 15717071 15800707 15926612 15972074  6534178   849120
   981760  1030981  1054567  1128271 12525270 15971566   856252   867330
   896913   914190   917033   928751   940766   942189   985911  1013407
  1079482  1135573  5978656  8064946 10121616 12456960 12599601 13841744
 15740892 15926187   847982   862458   883572   924423   964120   979707
   986928   993109   995785  1017299  1019883  1033562  1038894  1059142
  1065186  1109374  1113164  1116317  5591083  9676947  9677466  9677551
 13842090 13842214 14077636   822812   826952   837304   846362   858649
   863885   864900   870933   872530   877337   894447   904418   909338
   912137   919534   920205   922092   924804   933835   951590   955687
   960613  1001656  1006184  1019643  1029983  1049285  1062863  1069506
  1071658  1087102  1098191  1104227  1116794  1118757  1132771  1137775
  7025164  9297020  9527159  9653714  9859182  9913450 10456457 12132315
 12132685 13008079 13038682 13095361 13381584 13876341 14077526 15716980
 15830545  1005186 10456633   941598  8019921]","[1082185, 995242, 1029743, 1106523, 1133018]"
1029,1198,"[ 1011578  1013770  1041248  1074928  1095342 13417590 13417846   900586
   915064  1005274  1048237  1054539  1123536   918688 13512263 13513218
  1036139  1112592]","[1082185, 995242, 1029743, 1106523, 1133018]"
1030,1200,"[  845265   859237  1006184  8068596   823704   825365   830503   830750
   840361   859075   886965   889509   892376   901062   906512   906923
   907061   910513   912476   916122   929668   940700   940947   944139
   944317   951197   954177   960984   961554   970866   980167   983584
   985265   996016   996087   999965  1003188  1011736  1014238  1017841
  1019028  1027284  1030836  1034686  1051741  1055283  1055646  1057315
  1062283  1074516  1076161  1078741  1080429  1083208  1091922  1095100
  1103317  1103741  1122876  1123842  1128698  1134473  1135552  5564348
  5995491  6034857  9245106  9881592  9881593 10149647 12672821 13416351
 15511891 15572564 16223193 16734419]","[1082185, 995242, 1029743, 1106523, 1133018]"
1031,1201,[ 865775  907099 1027642 1037000 1074524 1135106 5996541],"[1082185, 995242, 1029743, 1106523, 1133018]"
1032,1202,"[  825703   845208   855557  1031831  1032733  1048257  1130397 12263364
 13382402  1051516  1079820  6534178   872177  1050883  7025202  9925966]","[1082185, 995242, 1029743, 1106523, 1133018]"
1033,1203,"[  837614   867064   905235   985709  1057744  1099468  1107144  9858607
  1064050  1071746  1120970   982469   833715   848015   872417   904435
   908064   918390   928589   934697   936322   938700   951590   994928
  1003421  1012873  1015132  1023697  1035676  1039753  1043590  1059347
  1062453  1068292  1072523  1077285  1100972  1106523  1109249  1137025
  6533437  6904423  7167441  9296919  9803592  9803686  9803687 10285335
 13189474 16200738   905817   912989  1032513  1103629  1134975  9655696
   875638   905636   909268  1027068  1133018  1137387  8067038  1021225
  1042438 13008136   840361   849098   977166  1059820  1070015  1096036
  5583751  5995597   826249   846823   855288   866211   910673   916122
   945662   950687   952254   981660   996156  1002475  1014999  1032043
  1039239  1044078  1046201  1046587  1098066  1098765  1108046  1109516
  1112598  1127817  7166813  7441084  9268695  9362429  9416729 12302069
 12523966 15596457 15717170 15863817 15596285   875979   923430  1052729
 12524439]","[1082185, 995242, 1029743, 1106523, 1133018]"
1034,1204,"[  819518   822280   917033   926905  1004001  1027691  1064441  1078346
  1084331  1106523  5568228  6551990 12670635   865951   883404   933835
   954642   985386  1005911  1007911  1037840  1046465  1075470  1087102
  1117034  5587656  5592533  9245108 10457518 12673243 13416131]","[1082185, 995242, 1029743, 1106523, 1133018]"
